Symbol,Alias,Description,Function,Gene_Set,Species,Literature_Name,Literature_Link,KEGG_ID,KEGG_Name,Gene_ID
KRAS,C-Ki-Ras,"GTPase Kras","Ras proteins bind GDP/GTP and possess intrinsic GTPase activity. It plays an important role in the regulation of cell proliferation.It plays a role in promoting oncogenic events by inducing transcriptional silencing of tumor suppressor genes (TSGs) in colorectal cancer (CRC) cells in a ZNF304-dependent manner.",others,"Homo sapiens","Regulation of RAS oncogenicity by acetylation.",10.1073/pnas.1201487109,hsa04211,"Longevity regulating pathway",8471
LEP,"OBS; OB",leptin,"LEP is secreted from adipose tissues and is involved in food intake and energy expenditure.","deregulated nutrient sensing","Homo sapiens","Early Onset of Reproductive Function in Normal Female Mice Treated With Leptin",10.1126/science.275.5296.88,hsa04630,"JAK-STAT signaling pathway",3952
LEPR,"OBR; CD295","leptin receptor","Deletion of LEPR in neurons of mice results in obesity.","deregulated nutrient sensing","Homo sapiens","A Single Nucleotide Polymorphism (SNP) in the Leptin Receptor Is Associated With BMI, Fat Mass and Leptin Levels in Postmenopausal Caucasian Women",10.1007/s004390100468,hsa04630,"JAK-STAT signaling pathway",3953
LMNA,"CMT2B1; CDCD1","lamin A/C","Lamins are components of the nuclear lamina, a fibrous layer on the nucleoplasmic side of the inner nuclear membrane, which is thought to provide a framework for the nuclear envelope and may also interact with chromatin.","genomic instability","Homo sapiens","Differential Stem Cell Aging Kinetics in Hutchinson-Gilford Progeria Syndrome and Werner Syndrome",10.1007/s13238-018-0517-8,hsa04210,Apoptosis,4000
LMNB1,"LMN2; ADLD","lamin B1","Lamins are components of the nuclear lamina, a fibrous layer on the nucleoplasmic side of the inner nuclear membrane, which is thought to provide a framework for the nuclear envelope and may also interact with chromatin.","cellular senescence","Homo sapiens","The nuclear lamina comes of age",10.1038/nrm1550,hsa04210,Apoptosis,4001
LRP2,"gp330; DBS","low density lipoprotein receptor-related protein 2","LRP2 may also help regulate the release of parathyroid hormone.","deregulated nutrient sensing","Homo sapiens","Cloning and Sequencing of Human gp330, a Ca(2+)-binding Receptor With Potential Intracellular Signaling Properties",10.1111/j.1432-1033.1996.0132u.x,unknown,Unknown,4036
MAP3K14,"HS; HSNIK; NIK","mitogen-activated protein kinase kinase kinase 14","SNPs in MAP3K14 involved in the NF-κB signalling pathway influence bone mineral density, geometry and turnover in a population-based cohort of middle aged and elderly men.","NF-κB related gene","Homo sapiens","Polymorphisms in genes involved in the NF-κB signalling pathway are associated with bone mineral density, geometry and turnover in men",10.1371/journal.pone.0028031,hsa04064,"NF-kappa B signaling pathway",9020
MAP3K5,"MAPKKK5; ASK1; MEKK5","mitogen-activated protein kinase kinase kinase 5","It is involved in stress response and apoptosis.","cellular senescence","Homo sapiens","Induction of apoptosis by ASK1, a mammalian MAPKKK that activates SAPK/JNK and p38 signaling pathways",10.1126/science.275.5296.90,hsa04010,"MAPK signaling pathway",4217
MAP3K7,"CSCF; FMD2; MEKK7","mitogen-activated protein kinase kinase kinase 7","MAP3K7 is implicated in the cellular response to internal and external environmental changes, playing a crucial role in the inflammation processes that accompany aging.","NF-κB related gene","Homo sapiens","MAP3K7 and GSTZ1 are associated with human longevity: a two-stage case-control study using a multilocus genotyping",10.1007/s11357-012-9416-8,hsa04064,"NF-kappa B signaling pathway",6885
MAPK14,"PRKM14; p38; Mxi2","mitogen-activated protein kinase 14","It plays an important role in the cascades of cellular responses.","stem cell exhaustion","Homo sapiens","p38MAPK Controls Expression of Multiple Cell Cycle Inhibitors and Islet Proliferation With Advancing Age",10.1016/j.devcel.2009.05.009,hsa04218,"Cellular senescence",1432
MAPK3,"ERK1; p44mapk; p44erk1","mitogen-activated protein kinase 3","It is?involved in stress response signalling and maybe in cell cycle control.","stem cell exhaustion","Homo sapiens","Influence of Aging and Calorie Restriction on MAPKs Activity in Rat Kidney",10.1016/s0531-5565(02)00082-7,hsa04910,"Insulin signaling pathway",5595
MAPK8,"JNK; JNK1; SAPK1","mitogen-activated protein kinase 8","MAPK8, also known as JNK1, encodes many transcripts and is an important player in stress response. Overexpression of JNK in roundworms also increases lifespan.","deregulated nutrient sensing","Homo sapiens","JNK Extends Life Span and Limits Growth by Antagonizing Cellular and Organism-Wide Responses to Insulin Signaling",10.1016/j.cell.2005.02.030,hsa04910,"Insulin signaling pathway",5599
MAPK9,"JNK2; p54a; SAPK","mitogen-activated protein kinase 9","Also called JNK2, MAPK9 encodes many transcripts and is an important player in stress response. Mice without MAPK8 and MAPK9 die at embryonic stages.","stem cell exhaustion","Homo sapiens","JNK Regulates Lifespan in Caenorhabditis Elegans by Modulating Nuclear Translocation of Forkhead Transcription factor/DAF-16",10.1073/pnas.0500749102,hsa04910,"Insulin signaling pathway",5601
MAPT,"MTBT1; tau; PPND","microtubule-associated protein tau","Promotes microtubule assembly and stability, and might be involved in the establishment and maintenance of neuronal polarity.","loss of proteostasis","Homo sapiens","Role of Tau Protein in Both Physiological and Pathological Conditions",10.1152/physrev.00024.2003,hsa04010,"MAPK signaling pathway",4137
MAX,"bHLHd4; bHLHd5; bHLHd6","MYC associated factor X","A transcriptional regulator, MAX can act as pro- or anti-apoptotic.","cellular senescence","Homo sapiens","Role of Mxi1 in Ageing Organ Systems and the Regulation of Normal and Neoplastic Growth",10.1038/31008,hsa04010,"MAPK signaling pathway",4149
MDM2,"HDM2; MGC5370","MDM2 proto-oncogene, E3 ubiquitin protein ligase","MDM2 is an oncogene that inhibits?TP53. The MDM2 gene encodes multiple transcripts, many of which are tissue-specific. Disruption of MDM2 in mice resulted in increased?TP53-dependent apoptosis and defects in multiple haematopoietic lineages.","cellular senescence","Homo sapiens","mdm2 Is Critical for Inhibition of p53 During Lymphopoiesis and the Response to Ionizing Irradiation",10.1128/mcb.23.2.462-473.2003,hsa04115,"p53 signaling pathway",4193
MED1,"PBP; TRAP220; RB18A","mediator complex subunit 1","MED1 is involved in embryonic development and important for?SP1?activity.","stem cell exhaustion","Homo sapiens","Roles of PPARs in Health and Disease",10.1038/35013000,unknown,Unknown,5469
MIF,"L-Dopachrome Tautomerase","macrophage migration inhibitory factor (glycosylation-inhibiting factor)","Pro-inflammatory cytokine. It is involved in the innate immune response to bacterial pathogens. The expression of MIF at sites of inflammation suggests a role as mediator in regulating the function of macrophages in host defense. It counteracts the anti-inflammatory activity of glucocorticoids. It has phenylpyruvate tautomerase and dopachrome tautomerase activity (in vitro), but the physiological substrate is not known.",others,"Homo sapiens","A polymorphism in the macrophage migration inhibitory factor gene is involved in the genetic predisposition of Crohn's disease and associated with cumulative steroid doses","PMID: 17591062",unknown,Unknown,4282
MLH1,"DNA Mismatch Repair Protein Mlh1","mutL homolog 1","Heterodimerizes with PMS2 to form MutL alpha, a component of the post-replicative DNA mismatch repair system (MMR). DNA repair is initiated by MutS alpha (MSH2-MSH6) or MutS beta (MSH2-MSH3) binding to a dsDNA mismatch, then MutL alpha is recruited to the heteroduplex. Assembly of the MutL-MutS-heteroduplex ternary complex in presence of RFC and PCNA is sufficient to activate endonuclease activity of PMS2. It introduces single-strand breaks near the mismatch and thus generates new entry points for the exonuclease EXO1 to degrade the strand containing the mismatch.","genomic instability","Homo sapiens","Human MutL homolog (MLH1) function in DNA mismatch repair: a prospective screen for missense mutations in the ATPase domain",https://doi.org/10.1093/nar/gkh855,unknown,Unknown,4292
MMP1,"CLG; CLGN","matrix metallopeptidase 1","Its expression level in skin fibroblasts was altered in the process of aging, and the cell growth rate was reduced.","senescence-associated secretory phenotype","Homo sapiens","The effect of aging in primary human dermal fibroblasts",10.1371/journal.pone.0219165,hsa04657,"IL-17 signaling pathway",4312
MMP10,STMY2,"Matrix Metallopeptidase 10","Can degrade fibronectin, gelatins of type I, III, IV, and V; weakly collagens III, IV, and V. Activates procollagenase.","senescence-associated secretory phenotype","Homo sapiens","Exome-wide rare variant analysis in familial essential tremor",10.1016/j.parkreldis.2020.11.021,unknown,Unknown,4319
MMP12,HME,"Matrix Metallopeptidase 12","May be involved in tissue injury and remodeling. Has significant elastolytic activity. Can accept large and small amino acids at the P1' site, but has a preference for leucine. Aromatic or hydrophobic residues are preferred at the P1 site, with small hydrophobic residues (preferably alanine) occupying P3.","senescence-associated secretory phenotype","Homo sapiens","A standardized Terminalia chebula fruit extract alters the expression of genes associated with skin architecture and barrier formation",10.1684/ejd.2020.3882,unknown,Unknown,4321
MMP13,"Collagenase 3","Matrix Metallopeptidase 13","Plays a role in the degradation of extracellular matrix proteins including fibrillar collagen, fibronectin, TNC and ACAN. Cleaves triple helical collagens, including type I, type II and type III collagen, but has the highest activity with soluble type II collagen. Can also degrade collagen type IV, type XIV and type X. May also function by activating or degrading key regulatory proteins, such as TGFB1 and CCN2. Plays a role in wound healing, tissue remodeling, cartilage degradation, bone development, bone mineralization and ossification. Required for normal embryonic bone development and ossification. Plays a role in the healing of bone fractures via endochondral ossification. Plays a role in wound healing, probably by a mechanism that involves proteolytic activation of TGFB1 and degradation of CCN2. Plays a role in keratinocyte migration during wound healing. May play a role in cell migration and in tumor cell invasion.","senescence-associated secretory phenotype","Homo sapiens","Cosmeceutical potentials of Curcuma mangga Val. extract in human BJ fibroblasts against MMP1, MMP3, and MMP13",10.1016/j.heliyon.2020.e04921,hsa04657,"IL-17 signaling pathway",4322
MMP14,MT1-MMP,"Matrix Metallopeptidase 14","Endopeptidase that degrades various components of the extracellular matrix such as collagen. Activates progelatinase A. Essential for pericellular collagenolysis and modeling of skeletal and extraskeletal connective tissues during development (By similarity). May be involved in actin cytoskeleton reorganization by cleaving PTK7 (PubMed:20837484). Acts as a positive regulator of cell growth and migration via activation of MMP15. Involved in the formation of the fibrovascular tissues in association with pro-MMP2 (PubMed:12714657). Cleaves ADGRB1 to release vasculostatin-40 which inhibits angiogenesis.","senescence-associated secretory phenotype","Homo sapiens","Identification of a new pseudogenes/lncRNAs-hsa-miR-26b-5p-COL12A1 competing endogenous RNA network associated with prognosis of pancreatic cancer using bioinformatics analysis",10.18632/aging.103709,hsa04668,"TNF signaling pathway",4323
MMP2,TBE-1,"Matrix Metallopeptidase 2","Ubiquitinous metalloproteinase that is involved in diverse functions such as remodeling of the vasculature, angiogenesis, tissue repair, tumor invasion, inflammation, and atherosclerotic plaque rupture. As well as degrading extracellular matrix proteins, can also act on several nonmatrix proteins such as big endothelial 1 and beta-type CGRP promoting vasoconstriction. Also cleaves KISS at a Gly-|-Leu bond. Appears to have a role in myocardial cell death pathways. Contributes to myocardial oxidative stress by regulating the activity of GSK3beta. Cleaves GSK3beta in vitro. Involved in the formation of the fibrovascular tissues in association with MMP14.","senescence-associated secretory phenotype","Homo sapiens","Galectin-1 promotes vasculogenic mimicry in gastric adenocarcinoma via the Hedgehog/GLI signaling pathway",10.18632/aging.104000,hsa01522,"Endocrine resistance",4313
MMP3,Stromelysin-1,"Matrix Metallopeptidase 3","Can degrade fibronectin, laminin, gelatins of type I, III, IV, and V; collagens III, IV, X, and IX, and cartilage proteoglycans. Activates procollagenase.","senescence-associated secretory phenotype","Homo sapiens","The effect of aging in primary human dermal fibroblasts",10.1371/journal.pone.0219165,hsa04657,"IL-17 signaling pathway",4314
MMP7,"Pump-1 Protease","Matrix Metallopeptidase 7","Degrades casein, gelatins of types I, III, IV, and V, and fibronectin. Activates procollagenase.","senescence-associated secretory phenotype","Homo sapiens","Interleukin-17 promotes prostate cancer via MMP7-induced epithelial-to-mesenchymal transition",10.1038/onc.2016.240,hsa04310,"Wnt signaling pathway",4316
MSRA,"Methionine Sulfoxide Reductase A; PMSR; Peptide Met(O) Reductase","methionine sulfoxide reductase A","A decline in MSRA activity could reduce the antioxidant defenses and increase the oxidation of critical proteins in neurons in the brain in AD.",others,"Homo sapiens","Decrease in Peptide Methionine Sulfoxide Reductase in Alzheimer's Disease Brain",10.1046/j.1471-4159.1999.0731660.x,unknown,Unknown,4482
MT-CO1,"COX1; COI; MTCO1","mitochondrially encoded cytochrome c oxidase I","MT-CO1 catalyses the reduction of oxygen to water, inactivation of it contributes to """"immortality"""".","mitochondrial dysfunction","Homo sapiens","Mitochondrial Group II Introns, Cytochrome C Oxidase, and Senescence in Podospora Anserina",10.1128/mcb.19.6.4093,unknown,Unknown,4512
MT1E,MT-IE,"metallothionein 1E","Metallothioneins have a high content of cysteine residues that bind various heavy metals; these proteins are transcriptionally regulated by both heavy metals and glucocorticoids.",others,"Homo sapiens","Induction by zinc of specific metallothionein isoforms in human monocytes",10.1111/j.1432-1033.1994.tb18603.x,unknown,Unknown,4493
MTOR,"RAPT1; FLJ44809; FRAP","mechanistic target of rapamycin (serine/threonine kinase)","The MTOR kinase belongs to the target of rapamycin group of enzymes which regulate cellular growth and proliferation. In human cell cultures MTOR inhibition supresses the senescence associated secretory phenotype (SASP), which can disrupt tissues and contribute to age-related pathologies, including cancer.","deregulated nutrient sensing","Homo sapiens","MTOR Regulates the Pro-Tumorigenic Senescence-Associated Secretory Phenotype by Promoting IL1A Translation",10.1038/ncb3195,hsa04211,"Longevity regulating pathway",2475
MVK,MK,"Mevalonate Kinase","Catalyzes the phosphorylation of mevalonate to mevalonate 5-phosphate, a key step in isoprenoid and cholesterol biosynthesis.",others,"Homo sapiens","Allantoin, a Potential Metabolite That Promotes AMPK Phosphorylation and Suppresses Cholesterol Biosynthesis Via the Mevalonate Pathway and Bloch Pathway",10.1007/s12010-020-03265-2,hsa00900,"Terpenoid backbone biosynthesis",4598
MXD1,"MAD1; bHLHc58; MAD","MAX dimerization protein 1","MXD1 is involved in apoptosis. It forms with?MAX?a transcriptional repressor and might antagonize?MYC?function.","cellular senescence","Homo sapiens","X-ray structures of Myc-Max and Mad-Max recognizing DNA. Molecular bases of regulation by proto-oncogenic transcription factors",10.1016/s0092-8674(02)01284-9,unknown,Unknown,4084
MXI1,"MXD2; MAD2; MXI","MAX interactor 1, dimerization protein","Mxi1 is involved in the homeostasis of differentiated organ systems, acts as a tumour suppressor in vivo, and engages the Myc network in a functionally relevant manner.",others,"Homo sapiens","Mxi1, a protein that specifically interacts with Max to bind Myc-Max recognition sites",10.1016/0092-8674(93)90662-a,unknown,Unknown,4601
MYC,C-Myc,"v-myc avian myelocytomatosis viral oncogene homolog","Transcription factor that binds DNA in a non-specific manner, yet also specifically recognizes the core sequence 5'-CAC[GA]TG-3'. Activates the transcription of growth-related genes.","cellular senescence","Homo sapiens","Reduced c-Myc signaling triggers telomere-independent senescence by regulating Bmi-1 and p16(INK4a)",10.1073/pnas.0600069103,hsa04218,"Cellular senescence",4609
MYD88,"MYD88 Innate Immune Signal Transduction Adaptor","Myeloid Differentiation Primary Response 88","Adapter protein involved in the Toll-like receptor and IL-1 receptor signaling pathway in the innate immune response (PubMed:15361868, PubMed:18292575). Acts via IRAK1, IRAK2, IRF7 and TRAF6, leading to NF-kappa-B activation, cytokine secretion and the inflammatory response (PubMed:15361868, PubMed:24316379, PubMed:19506249). Increases IL-8 transcription (PubMed:9013863). Involved in IL-18-mediated signaling pathway. Activates IRF1 resulting in its rapid migration into the nucleus to mediate an efficient induction of IFN-beta, NOS2/INOS, and IL12A genes. MyD88-mediated signaling in intestinal epithelial cells is crucial for maintenance of gut homeostasis and controls the expression of the antimicrobial lectin REG3G in the small intestine (By similarity).",others,"Homo sapiens","Aging leads to dysfunctional innate immune responses to TLR2 and TLR4 agonists",10.1007/s40520-018-1064-0,hsa04010,"MAPK signaling pathway",4615
MYLK,MLCK1,"Myosin Light Chain Kinase","Calcium/calmodulin-dependent myosin light chain kinase implicated in smooth muscle contraction via phosphorylation of myosin light chains (MLC). Also regulates actin-myosin interaction through a non-kinase activity. Phosphorylates PTK2B/PYK2 and myosin light-chains. Involved in the inflammatory response (e.g. apoptosis, vascular permeability, leukocyte diapedesis), cell motility and morphology, airway hyperreactivity and other activities relevant to asthma. Required for tonic airway smooth muscle contraction that is necessary for physiological and asthmatic airway resistance. Necessary for gastrointestinal motility.",others,"Homo sapiens","Heterozygote genotypes at rs2222823 and rs2811712 SNP loci are associated with cerebral small vessel disease in Han Chinese population",10.1111/j.1755-5949.2012.00322.x,hsa04020,"Calcium signaling pathway",4638
NBN,"NBS1; P95",nibrin,"Component of the MRE11-RAD50-NBN (MRN complex) which plays a critical role in the cellular response to DNA damage and the maintenance of chromosome integrity.","genomic instability","Homo sapiens","Nijmegen Breakage Syndrome Fibroblasts and iPSCs: Cellular Models for Uncovering Disease-Associated Signaling Pathways and Establishing a Screening Platform for Anti-Oxidants",10.1038/s41598-017-07905-2,hsa04218,"Cellular senescence",4683
NCOR1,TRAC1,"nuclear receptor corepressor 1","NCOR1 mediates transcriptional repression by certain nuclear receptors. It promotes histone deacetylation and the formation of repressive chromatin structures which may impede the access of basal transcription factors.","cellular senescence","Homo sapiens","Exchange of N-CoR corepressor and Tip60 coactivator complexes links gene expression by NF-kappaB and beta-amyloid precursor protein",10.1016/s0092-8674(02)00809-7,unknown,Unknown,9611
NCOR2,"Thyroid-, Retinoic-Acid-Receptor-Associated Corepressor","nuclear receptor corepressor 2","It mediates the transcriptional repression activity of some nuclear receptors by promoting chromatin condensation, thus preventing access of the basal transcription. Isoform 1 and isoform 4 have different affinities for different nuclear receptors. It is involved in the regulation BCL6-dependent of the germinal center (GC) reactions, mainly through the control of the GC B-cells proliferation and survival.",others,"Homo sapiens","A hybrid mechanism of action for BCL6 in B cells defined by formation of functionally distinct complexes at enhancers and promoters",10.1016/j.celrep.2013.06.016,hsa04330,"Notch signaling pathway",9612
NFE2L1,"Locus Control Region-Factor 1","nuclear factor, erythroid 2-like 1","NFE2L1 constitutes a precursor of the transcription factor NRF1. It is able to detect various cellular stresses, such as cholesterol excess, oxidative stress or proteasome inhibition. In response to stress, it is released from the endoplasmic reticulum membrane following cleavage by the protease DDI2 and translocates into the nucleus to form the transcription factor NRF1.","deregulated nutrient sensing","Homo sapiens","Proteasomal Degradation Is Transcriptionally Controlled by TCF11 via an ERAD-dependent Feedback Loop",10.1016/j.molcel.2010.09.012,unknown,Unknown,4779
NFE2L2,"NF-E2-Related Factor 2","nuclear factor, erythroid 2-like 2","NFE2L2 is a ranscription factor that plays a key role in the response to oxidative stress: binds to antioxidant response (ARE) elements present in the promoter region of many cytoprotective genes, such as phase 2 detoxifying enzymes, and promotes their expression, thereby neutralizing reactive electrophiles. In normal conditions, ubiquitinated and degraded in the cytoplasm by the BCR(KEAP1) complex.The NFE2L2/NRF2 pathway is also activated in response to selective autophagy: autophagy promotes interaction between KEAP1 and SQSTM1/p62 and subsequent inactivation of the BCR(KEAP1) complex, leading to NFE2L2/NRF2 nuclear accumulation and expression of cytoprotective genes.","genomic instability","Homo sapiens","p62/SQSTM1 Is a Target Gene for Transcription Factor NRF2 and Creates a Positive Feedback Loop by Inducing Antioxidant Response Element-Driven Gene Transcription",10.1074/jbc.M110.118976,unknown,Unknown,4780
NFKB1,"KBF1; p105; NFKB-p50","nuclear factor of kappa light polypeptide gene enhancer in B-cells 1","Chronic, progressive low-grade inflammation induced by knockout of the nfkb1 subunit of the transcription factor NF-κB induces premature ageing.","altered intercellular communication","Homo sapiens","Growing old with nuclear factor-kappaB",10.1379/1466-1268(2002)007<0207:gownfb>2.0.co;2,hsa04211,"Longevity regulating pathway",4790
NFKB2,"P52; LYT10","nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100)","NF-kappa-B is a pleiotropic transcription factor present in almost all cell types and is the endpoint of a series of signal transduction events that are initiated by a vast array of stimuli related to many biological processes such as inflammation, immunity, differentiation, cell growth, tumorigenesis and apoptosis.",others,"Homo sapiens","NF-kB2 Induces Senescence Bypass in Melanoma via a Direct Transcriptional Activation of EZH2",10.1038/onc.2015.331,hsa04010,"MAPK signaling pathway",4791
NFKBIA,"IKBA; MAD-3; IkappaBalpha","nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, alpha","NFKBIA may be involved in inflammation, apoptosis, differentiation, and growth.","deregulated nutrient sensing","Homo sapiens","Integrated genomic approaches identify major pathways and upstream regulators in late onset Alzheimer's disease",10.1038/srep12393,hsa04064,"NF-kappa B signaling pathway",4792
NGF,HSAN5,"nerve growth factor (beta polypeptide)","Nerve growth factor is important for the development and maintenance of the sympathetic and sensory nervous systems.","cellular senescence","Homo sapiens","Innovative Therapy for Alzheimer's Disease-With Focus on Biodelivery of NGF",10.3389/fnins.2019.00038,hsa04010,"MAPK signaling pathway",4803
NGFR,"TNFRSF16; P75","nerve growth factor receptor","Low affinity receptor which can bind to NGF, BDNF, NTF3, and NTF4. Forms a heterodimeric receptor with SORCS2 that binds the precursor forms of NGF, BDNF and NTF3 with high affinity, and has much lower affinity for mature NGF and BDNF. Plays an important role in differentiation and survival of specific neuronal populations during development.","cellular senescence","Homo sapiens","Validation of a priori candidate Alzheimer's disease SNPs with brain amyloid-beta deposition",10.1038/s41598-019-53604-5,hsa04010,"MAPK signaling pathway",4804
NLRP3,"AGTAVPRL; AII; AVP","NLR family pyrin domain containing 3","Several AMPK-dependent pathways regulate NLRP3 inflammasome activation during aging, suggesting NLRP3 as a potential pharmacological target in age-related diseases.","deregulated nutrient sensing","Homo sapiens","AMP-Activated Protein Kinase Regulation of the NLRP3 Inflammasome during Aging",10.1016/j.tem.2017.10.009,unknown,Unknown,114548
NOG,"SYNS1; SYM1",noggin,"NOG may be a factor in bone ageing. Essential for cartilage morphogenesis and joint formation.","stem cell exhaustion","Homo sapiens","Impaired Osteoblastic Differentiation, Reduced Bone Formation, and Severe Osteoporosis in Noggin-Overexpressing Mice",10.1172/JCI15543,hsa04350,"TGF-beta signaling pathway",9241
NR3C1,GCRST,"nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)","Receptor for glucocorticoids. Has a dual mode of action: as a transcription factor that binds to glucocorticoid response elements (GRE), both for nuclear and mitochondrial DNA, and as a modulator of other transcription factors.",others,"Homo sapiens","Glucocorticoid receptor (NR3C1) gene polymorphisms are associated with age and blood parameters in Polish Caucasian nonagenarians and centenarians",10.1016/j.exger.2018.12.006,unknown,Unknown,2908
NRAS,"Transforming Protein N-Ras","GTPase Nras","Ras proteins bind GDP/GTP and possess intrinsic GTPase activity.",others,"Homo sapiens","Pharmacological targeting of STK19 inhibits oncogenic NRAS-driven melanomagenesis",10.1016/j.cell.2019.01.002,hsa04211,"Longevity regulating pathway",4893
NRG1,"HRGA; SMDF","neuregulin 1","It is a direct ligand for ERBB3 and ERBB4 tyrosine kinase receptors. It concomitantly recruits ERBB1 and ERBB2 coreceptors, resulting in ligand-stimulated tyrosine phosphorylation and activation of the ERBB receptors.","cellular senescence","Homo sapiens","Therapeutic efficacy of neuregulin 1-expressing human adipose-derived mesenchymal stem cells for ischemic stroke",10.1371/journal.pone.0222587,unknown,Unknown,3084
NUDT1,8-Oxo-DGTPase,"nudix (nucleoside diphosphate linked moiety X)-type motif 1","NUDT1 plays a redundant role in sanitizing oxidized nucleotide pools, such as 8-oxo-dGTP pools. It acts as a sanitizing enzyme for oxidized nucleotide pools, thus suppressing cell dysfunction and death induced by oxidative stress. It is able to hydrolyze also the corresponding ribonucleotides, 2-OH-ATP, 8-oxo-GTP and 8-oxo-ATP.","genomic instability","Homo sapiens","The Oxidized Forms of dATP Are Substrates for the Human MutT Homologue, the hMTH1 Protein",10.1074/jbc.274.26.18201,unknown,Unknown,4521
PAPPA,"Placenta-Specific 3","pregnancy-associated plasma protein A, pappalysin 1","PAPPA is a metalloproteinase which specifically cleaves insulin-like growth factor binding protein (IGFBP)-5 at the '163-Ser-|-Lys-164' bond. It shows limited proteolysis toward IGFBP-3.","loss of proteostasis","Homo sapiens","Pregnancy-associated plasma protein-A2 (PAPP-A2), a novel insulin-like growth factor-binding protein-5 proteinase",https://doi.org/10.1210/en.2011-0036,unknown,Unknown,5069
PARP1,ADPRT,"poly (ADP-ribose) polymerase 1","PARP1 is poly-ADP-ribosyltransferase that mediates poly-ADP-ribosylation of proteins and plays a key role in DNA repair.","genomic instability","Homo sapiens","Poly(ADP-ribose) polymerase-1, DNA repair and mammalian longevity",10.1016/s0531-5565(02)00144-4,hsa04064,"NF-kappa B signaling pathway",142
PCK1,"Phosphoenolpyruvate Carboxykinase; Cytosolic [GTP]","phosphoenolpyruvate carboxykinase 1 (soluble)","PCK1 regulates cataplerosis and anaplerosis, the processes that control the levels of metabolic intermediates in the citric acid cycle. At low glucose levels, it catalyzes the cataplerotic conversion of oxaloacetate (OAA) to phosphoenolpyruvate (PEP), the rate-limiting step in the metabolic pathway that produces glucose from lactate and other precursors derived from the citric acid cycle. At high glucose levels, it catalyzes the anaplerotic conversion of phosphoenolpyruvate to oxaloacetate.",others,"Homo sapiens","Dynamic acetylation of phosphoenolpyruvate carboxykinase toggles enzyme activity between gluconeogenic and anaplerotic reactions",https://doi.org/10.1016/j.molcel.2018.07.031,hsa04910,"Insulin signaling pathway",5105
PCMT1,"PIMT; Epididymis Secretory Sperm Binding Protein","protein-L-isoaspartate (D-aspartate) O-methyltransferase","It plays a role in the repair and/or degradation of damaged proteins, promote aging.","loss of proteostasis","Homo sapiens","Improved Rotorod Performance and Hyperactivity in   Deficient in a Protein Repair Methyltransferase",10.1016/j.bbr.2003.11.007,unknown,Unknown,5110
PCNA,"Proliferating Cell Nuclear Antigen; Cyclin; ATLD2","proliferating cell nuclear antigen","PCNA is an important player in DNA replication and, probably, in DNA repair, and it interacts with WRN.","genomic instability","Homo sapiens","Hypomorphic PCNA mutation underlies a human DNA repair disorder",10.1172/JCI74593,hsa04110,"Cell cycle",5111
PDGFB,"PDGF2; SIS","platelet-derived growth factor beta polypeptide","It is a growth factor that plays an essential role in the regulation of embryonic development, cell proliferation, cell migration, survival and chemotaxis.","cellular senescence","Homo sapiens","Platelet-derived Growth Factor B Induces Senescence and Transformation in Normal Human Fibroblasts",10.18632/aging.100577,hsa04010,"MAPK signaling pathway",5155
PDGFRA,"Platelet-Derived Growth Factor Receptor Alpha","platelet-derived growth factor receptor, alpha polypeptide","Tyrosine-protein kinase that acts as a cell-surface receptor for PDGFA, PDGFB and PDGFC and plays an essential role in the regulation of embryonic development, cell proliferation, survival and chemotaxis. Depending on the context, promotes or inhibits cell proliferation and cell migration. It plays an important role in the differentiation of bone marrow-derived mesenchymal stem cells. It is required for normal skeleton development and cephalic closure during embryonic development. Required for normal development of the mucosa lining the gastrointestinal tract, and for recruitment of mesenchymal cells and normal development of intestinal villi.","altered intercellular communication","Homo sapiens","Independent expression of human alpha or beta platelet-derived growth factor receptor cDNAs in a naive hematopoietic cell leads to functional coupling with mitogenic and chemotactic signaling pathways",10.1073/pnas.86.21.8314,hsa04010,"MAPK signaling pathway",5156
PDGFRB,CD140B,"platelet-derived growth factor receptor, beta polypeptide","PDGFRB is a tyrosine-protein kinase that acts as cell-surface receptor for homodimeric PDGFB and PDGFD and for heterodimers formed by PDGFA and PDGFB, and plays an essential role in the regulation of embryonic development, cell proliferation, survival, differentiation, chemotaxis and migration.",others,"Homo sapiens","Premature Aging Syndrome, Penttinen Type: Report of a Chinese Case With a PDGFRB Mutation",10.2340/00015555-2993,hsa04010,"MAPK signaling pathway",5159
PDPK1,PDK1,"3-phosphoinositide dependent protein kinase 1","PDK1 functions as a master kinase, phosphorylating and activating PKB/Akt, S6K and RSK. PDK1 is essential for embryonic development, and regulates cell size independently of cell number or proliferation, as well as insulin's ability to activate PKB, S6K and RSK.",others,"Homo sapiens","PPARβ/δ promotes HRAS-induced senescence and tumor suppression by potentiating p-ERK and repressing p-AKT signaling",10.1038/onc.2013.477,hsa04910,"Insulin signaling pathway",5170
