GeneID	GeneSymb	NumberOfEvidence	EvidenceDetail	NumberOfLiterature	Alias	Link	Cytoband	FullName	GeneType
57190	SEPN1	1	GeneRif,	1	CFTD|MDRS1|RSMD1|RSS|SELN	MIM:606210|HGNC:HGNC:15999|Ensembl:ENSG00000162430|HPRD:05867|Vega:OTTHUMG00000007375	1p36.13	selenoprotein N, 1	protein-coding
571	BACH1	1	GeneRif,	2	BACH-1|BTBD24	MIM:602751|HGNC:HGNC:935|Ensembl:ENSG00000156273|HPRD:04127|Vega:OTTHUMG00000078878	21q22.11	BTB and CNC homology 1, basic leucine zipper transcription factor 1	protein-coding
5693	PSMB5	1	GeneRif,	1	LMPX|MB1|X	MIM:600306|HGNC:HGNC:9542|Ensembl:ENSG00000100804|HPRD:02629|Vega:OTTHUMG00000028713	14q11.2	proteasome (prosome, macropain) subunit, beta type, 5	protein-coding
5629	PROX1	1	GeneRif,	1	-	MIM:601546|HGNC:HGNC:9459|Ensembl:ENSG00000117707|HPRD:03330|Vega:OTTHUMG00000036946	1q41	prospero homeobox 1	protein-coding
5617	PRL	1	GeneRif,	1	-	MIM:176760|HGNC:HGNC:9445|Ensembl:ENSG00000172179|HPRD:07180|Vega:OTTHUMG00000016111	6p22.3	prolactin	protein-coding
5609	MAP2K7	1	Reactome,		JNKK2|MAPKK7|MEK|MEK 7|MKK7|PRKMK7|SAPKK-4|SAPKK4	MIM:603014|HGNC:HGNC:6847|Ensembl:ENSG00000076984|Vega:OTTHUMG00000137368	19p13.3-p13.2	mitogen-activated protein kinase kinase 7	protein-coding
5604	MAP2K1	1	GOA,		CFC3|MAPKK1|MEK1|MKK1|PRKMK1	MIM:176872|HGNC:HGNC:6840|HPRD:01469	15q22.1-q22.33	mitogen-activated protein kinase kinase 1	protein-coding
5602	MAPK10	1	Reactome,		JNK3|JNK3A|PRKM10|SAPK1b|p493F12|p54bSAPK	MIM:602897|HGNC:HGNC:6872|Ensembl:ENSG00000109339|HPRD:04207|Vega:OTTHUMG00000130604	4q22.1-q23	mitogen-activated protein kinase 10	protein-coding
5601	MAPK9	1	Reactome,		JNK-55|JNK2|JNK2A|JNK2ALPHA|JNK2B|JNK2BETA|PRKM9|SAPK|SAPK1a|p54a|p54aSAPK	MIM:602896|HGNC:HGNC:6886|Ensembl:ENSG00000050748|HPRD:04206|Vega:OTTHUMG00000130934	5q35	mitogen-activated protein kinase 9	protein-coding
5600	MAPK11	1	Reactome,		P38B|P38BETA2|PRKM11|SAPK2|SAPK2B|p38-2|p38Beta	MIM:602898|HGNC:HGNC:6873|Ensembl:ENSG00000185386|HPRD:04208|Vega:OTTHUMG00000150226	22q13.33	mitogen-activated protein kinase 11	protein-coding
5598	MAPK7	1	Reactome,		BMK1|ERK4|ERK5|PRKM7	MIM:602521|HGNC:HGNC:6880|Ensembl:ENSG00000166484|HPRD:03952|Vega:OTTHUMG00000059587	17p11.2	mitogen-activated protein kinase 7	protein-coding
5591	PRKDC	1	GeneRif,	1	DNA-PKcs|DNAPK|DNPK1|HYRC|HYRC1|IMD26|XRCC7|p350	MIM:600899|HGNC:HGNC:9413|Ensembl:ENSG00000253729|HPRD:02941|Vega:OTTHUMG00000164239	8q11	protein kinase, DNA-activated, catalytic polypeptide	protein-coding
55905	RNF114	1	GeneRif,	1	PSORS12|ZNF313	MIM:612451|HGNC:HGNC:13094|Ensembl:ENSG00000124226|HPRD:10329|Vega:OTTHUMG00000032709	20q13.13	ring finger protein 114	protein-coding
5584	PRKCI	1	GeneRif,	1	DXS1179E|PKCI|nPKC-iota	MIM:600539|HGNC:HGNC:9404|Ensembl:ENSG00000163558|HPRD:02105|Vega:OTTHUMG00000150214	3q26.3	protein kinase C, iota	protein-coding
55729	ATF7IP	1	GeneRif,	1	AM|ATF-IP|MCAF|MCAF1|p621	MIM:613644|HGNC:HGNC:20092|Ensembl:ENSG00000171681|HPRD:09811|Vega:OTTHUMG00000168656	12p13.1	activating transcription factor 7 interacting protein	protein-coding
55669	MFN1	1	GeneRif,	1	hfzo1|hfzo2	MIM:608506|HGNC:HGNC:18262|HPRD:16344	3q26.33	mitofusin 1	protein-coding
5563	PRKAA2	1	GeneRif,	1	AMPK|AMPK2|AMPKa2|PRKAA	MIM:600497|HGNC:HGNC:9377|Ensembl:ENSG00000162409|HPRD:02735|Vega:OTTHUMG00000008282	1p31	protein kinase, AMP-activated, alpha 2 catalytic subunit	protein-coding
55602	CDKN2AIP	1	GeneRif,	1	CARF	MIM:615914|HGNC:HGNC:24325|Ensembl:ENSG00000168564|HPRD:16683|Vega:OTTHUMG00000160626	4q35.1	CDKN2A interacting protein	protein-coding
55544	RBM38	1	GeneRif,	1	HSRNASEB|RNPC1|SEB4B|SEB4D|dJ800J21.2	MIM:612428|HGNC:HGNC:15818|Ensembl:ENSG00000132819|HPRD:15268|Vega:OTTHUMG00000032820	20q13.31	RNA binding motif protein 38	protein-coding
5553	PRG2	1	GeneRif,	1	BMPG|MBP|MBP1	MIM:605601|HGNC:HGNC:9362|Ensembl:ENSG00000186652|HPRD:09283|Vega:OTTHUMG00000167027	11q12	proteoglycan 2, bone marrow (natural killer cell activator, eosinophil granule major basic protein)	protein-coding
554313	HIST2H4B	1	Reactome,		H4/o	HGNC:HGNC:29607	1q21	histone cluster 2, H4b	protein-coding
55355	HJURP	1	GeneRif,	1	FAKTS|URLC9|hFLEG1	MIM:612667|HGNC:HGNC:25444|Ensembl:ENSG00000123485|Vega:OTTHUMG00000059125	2q37.1	Holliday junction recognition protein	protein-coding
55281	TMEM140	1	GeneRif,	24	-	HGNC:HGNC:21870|Ensembl:ENSG00000146859|HPRD:07723|Vega:OTTHUMG00000155413	7q33	transmembrane protein 140	protein-coding
55193	PBRM1	1	GeneRif,	1	BAF180|PB1	MIM:606083|HGNC:HGNC:30064|Ensembl:ENSG00000163939|Vega:OTTHUMG00000152663	3p21	polybromo 1	protein-coding
54708	MARCH5	1	GeneRif,	1	MARCH-V|MITOL|RNF153	MIM:610637|HGNC:HGNC:26025|Ensembl:ENSG00000198060|HPRD:07909|Vega:OTTHUMG00000018757	10q23.32-q23.33	membrane-associated ring finger (C3HC4) 5	protein-coding
5468	PPARG	1	GeneRif,	1	CIMT1|GLM1|NR1C3|PPARG1|PPARG2|PPARgamma	MIM:601487|HGNC:HGNC:9236|Ensembl:ENSG00000132170|HPRD:03288|Vega:OTTHUMG00000129764	3p25	peroxisome proliferator-activated receptor gamma	protein-coding
5467	PPARD	1	GeneRif,	1	FAAR|NR1C2|NUC1|NUCI|NUCII|PPARB	MIM:600409|HGNC:HGNC:9235|Ensembl:ENSG00000112033|HPRD:02679|Vega:OTTHUMG00000014567	6p21.2	peroxisome proliferator-activated receptor delta	protein-coding
5451	POU2F1	1	GeneRif,	1	OCT1|OTF1|oct-1B	MIM:164175|HGNC:HGNC:9212|Ensembl:ENSG00000143190|HPRD:01250|Vega:OTTHUMG00000034436	1q24.2	POU class 2 homeobox 1	protein-coding
54386	TERF2IP	1	Reactome,		DRIP5|RAP1	MIM:605061|HGNC:HGNC:19246|Ensembl:ENSG00000166848|HPRD:05452|Vega:OTTHUMG00000177136	16q23.1	telomeric repeat binding factor 2, interacting protein	protein-coding
54206	ERRFI1	1	GeneRif,	1	GENE-33|MIG-6|MIG6|RALT	MIM:608069|HGNC:HGNC:18185|Ensembl:ENSG00000116285|HPRD:09218|Vega:OTTHUMG00000001221	1p36	ERBB receptor feedback inhibitor 1	protein-coding
54145	H2BFS	1	Reactome,		-	HGNC:HGNC:4762|HPRD:11017	21q22.3	H2B histone family, member S (pseudogene)	pseudo
5347	PLK1	1	GeneRif,	1	PLK|STPK13	MIM:602098|HGNC:HGNC:9077|Ensembl:ENSG00000166851|HPRD:03652|Vega:OTTHUMG00000096984	16p12.2	polo-like kinase 1	protein-coding
5329	PLAUR	1	GeneRif,	1	CD87|U-PAR|UPAR|URKR	MIM:173391|HGNC:HGNC:9053|Ensembl:ENSG00000011422|HPRD:01421|Vega:OTTHUMG00000182778	19q13	plasminogen activator, urokinase receptor	protein-coding
5300	PIN1	1	GeneRif,	1	DOD|UBL5	MIM:601052|HGNC:HGNC:8988|Ensembl:ENSG00000127445|HPRD:03031|Vega:OTTHUMG00000180388	19p13	peptidylprolyl cis/trans isomerase, NIMA-interacting 1	protein-coding
5292	PIM1	1	GeneRif,	1	PIM	MIM:164960|HGNC:HGNC:8986|Ensembl:ENSG00000137193|HPRD:01292|Vega:OTTHUMG00000016426	6p21.2	Pim-1 proto-oncogene, serine/threonine kinase	protein-coding
5290	PIK3CA	1	GeneRif,	2	CLOVE|CWS5|MCAP|MCM|MCMTC|PI3K|p110-alpha	MIM:171834|HGNC:HGNC:8975|Ensembl:ENSG00000121879|HPRD:01382|Vega:OTTHUMG00000157311	3q26.3	phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit alpha	protein-coding
5245	PHB	1	GeneRif,	1	HEL-215|HEL-S-54e|PHB1	MIM:176705|HGNC:HGNC:8912|Ensembl:ENSG00000167085|HPRD:01454|Vega:OTTHUMG00000134271	17q21	prohibitin	protein-coding
5241	PGR	1	GeneRif,	1	NR3C3|PR	MIM:607311|HGNC:HGNC:8910|Ensembl:ENSG00000082175|HPRD:07077|Vega:OTTHUMG00000167531	11q22-q23	progesterone receptor	protein-coding
5226	PGD	1	GeneRif,	1	6PGD	MIM:172200|HGNC:HGNC:8891|Ensembl:ENSG00000142657|HPRD:01391|Vega:OTTHUMG00000001905	1p36.22	phosphogluconate dehydrogenase	protein-coding
51588	PIAS4	1	GeneRif,	1	PIAS-gamma|PIASY|Piasg|ZMIZ6	MIM:605989|HGNC:HGNC:17002|Ensembl:ENSG00000105229|HPRD:06910|Vega:OTTHUMG00000181759	19p13.3	protein inhibitor of activated STAT, 4	protein-coding
5155	PDGFB	1	GeneRif,	1	IBGC5|PDGF-2|PDGF2|SIS|SSV|c-sis	MIM:190040|HGNC:HGNC:8800|Ensembl:ENSG00000100311|HPRD:01815|Vega:OTTHUMG00000151029	22q13.1	platelet-derived growth factor beta polypeptide	protein-coding
51548	SIRT6	1	GeneRif,	1	SIR2L6	MIM:606211|HGNC:HGNC:14934|Ensembl:ENSG00000077463|HPRD:12093|Vega:OTTHUMG00000181847	19p13.3	sirtuin 6	protein-coding
51529	ANAPC11	1	Reactome,		APC11|Apc11p|HSPC214	MIM:614534|HGNC:HGNC:14452|Ensembl:ENSG00000141552|HPRD:12452|Vega:OTTHUMG00000177982	17q25.3	anaphase promoting complex subunit 11	protein-coding
51434	ANAPC7	1	Reactome,		APC7	MIM:606949|HGNC:HGNC:17380|Ensembl:ENSG00000196510|HPRD:16233|Vega:OTTHUMG00000157009	12q24.11	anaphase promoting complex subunit 7	protein-coding
51433	ANAPC5	1	Reactome,		APC5	MIM:606948|HGNC:HGNC:15713|Ensembl:ENSG00000089053|HPRD:10453|Vega:OTTHUMG00000169157	12q24.31	anaphase promoting complex subunit 5	protein-coding
51384	WNT16	1	GOA,		-	MIM:606267|HGNC:HGNC:16267|Ensembl:ENSG00000002745|HPRD:05882|Vega:OTTHUMG00000156963	7q31	wingless-type MMTV integration site family, member 16	protein-coding
51343	FZR1	1	Reactome,		CDC20C|CDH1|FZR|FZR2|HCDH|HCDH1	MIM:603619|HGNC:HGNC:24824|HPRD:04687	19p13.3	fizzy/cell division cycle 20 related 1 (Drosophila)	protein-coding
51341	ZBTB7A	1	GeneRif,	1	FBI-1|FBI1|LRF|ZBTB7|ZNF857A|pokemon	MIM:605878|HGNC:HGNC:18078|Ensembl:ENSG00000178951|HPRD:10433|Vega:OTTHUMG00000181792	19p13.3	zinc finger and BTB domain containing 7A	protein-coding
51290	ERGIC2	1	GeneRif,	1	CDA14|Erv41|PTX1|cd002	MIM:612236|HGNC:HGNC:30208|HPRD:17932	12p11.22	ERGIC and golgi 2	protein-coding
5111	PCNA	1	GeneRif,	1	ATLD2	MIM:176740|HGNC:HGNC:8729|Ensembl:ENSG00000132646|HPRD:01456|Vega:OTTHUMG00000031798	20pter-p12	proliferating cell nuclear antigen	protein-coding
51024	FIS1	1	GeneRif,	1	CGI-135|TTC11	MIM:609003|HGNC:HGNC:21689|Ensembl:ENSG00000214253|HPRD:12352|Vega:OTTHUMG00000157106	7q22.1	fission 1 (mitochondrial outer membrane) homolog (S. cerevisiae)	protein-coding
5077	PAX3	1	GeneRif,	1	CDHS|HUP2|WS1|WS3	MIM:606597|HGNC:HGNC:8617|Ensembl:ENSG00000135903|HPRD:09421|Vega:OTTHUMG00000133157	2q35	paired box 3	protein-coding
50507	NOX4	1	GeneRif,	1	KOX|KOX-1|RENOX	MIM:605261|HGNC:HGNC:7891|Ensembl:ENSG00000086991|HPRD:09243|Vega:OTTHUMG00000167298	11q14.2-q21	NADPH oxidase 4	protein-coding
50488	MINK1	1	Reactome,		B55|MAP4K6|MINK|YSK2|ZC3|hMINK|hMINKbeta	MIM:609426|HGNC:HGNC:17565|Ensembl:ENSG00000141503|HPRD:11366|Vega:OTTHUMG00000177932	17p13.2	misshapen-like kinase 1	protein-coding
5037	PEBP1	1	GeneRif,	1	HCNP|HCNPpp|HEL-210|HEL-S-34|PBP|PEBP|PEBP-1|RKIP	MIM:604591|HGNC:HGNC:8630|Ensembl:ENSG00000089220|HPRD:06850|Vega:OTTHUMG00000168860	12q24.23	phosphatidylethanolamine binding protein 1	protein-coding
4904	YBX1	1	GeneRif,	1	BP-8|CSDA2|CSDB|DBPB|MDR-NF1|NSEP-1|NSEP1|YB-1|YB1	MIM:154030|HGNC:HGNC:8014|Ensembl:ENSG00000065978|HPRD:01095|Vega:OTTHUMG00000007523	1p34	Y box binding protein 1	protein-coding
4814	NINJ1	1	GeneRif,	1	NIN1|NINJURIN	MIM:602062|HGNC:HGNC:7824|Ensembl:ENSG00000131669|HPRD:03639|Vega:OTTHUMG00000020242	9q22	ninjurin 1	protein-coding
4790	NFKB1	1	GeneRif,	1	EBP-1|KBF1|NF-kB1|NF-kappa-B|NF-kappaB|NFKB-p105|NFKB-p50|NFkappaB|p105|p50	MIM:164011|HGNC:HGNC:7794|Ensembl:ENSG00000109320|HPRD:01238|Vega:OTTHUMG00000161080	4q24	nuclear factor of kappa light polypeptide gene enhancer in B-cells 1	protein-coding
474382	H2AFB1	1	Reactome,		H2A.Bbd	HGNC:HGNC:22516|Ensembl:ENSG00000274183|HPRD:18664|Vega:OTTHUMG00000034291	Xq28	H2A histone family, member B1	protein-coding
4692	NDN	1	GeneRif,	1	HsT16328|PWCR	MIM:602117|HGNC:HGNC:7675|Ensembl:ENSG00000182636|HPRD:03667|Vega:OTTHUMG00000129161	15q11.2-q12	necdin, melanoma antigen (MAGE) family member	protein-coding
4684	NCAM1	1	GeneRif,	1	CD56|MSK39|NCAM	MIM:116930|HGNC:HGNC:7656|Ensembl:ENSG00000149294|HPRD:00301|Vega:OTTHUMG00000167196	11q23.1	neural cell adhesion molecule 1	protein-coding
4683	NBN	1	Reactome,		AT-V1|AT-V2|ATV|NBS|NBS1|P95	MIM:602667|HGNC:HGNC:7652|Ensembl:ENSG00000104320|HPRD:04050|Vega:OTTHUMG00000153546	8q21	nibrin	protein-coding
4609	MYC	1	GeneRif,	7	MRTL|MYCC|bHLHe39|c-Myc	MIM:190080|HGNC:HGNC:7553|Ensembl:ENSG00000136997|HPRD:01818|Vega:OTTHUMG00000128475	8q24.21	v-myc avian myelocytomatosis viral oncogene homolog	protein-coding
4605	MYBL2	1	GeneRif,	1	B-MYB|BMYB	MIM:601415|HGNC:HGNC:7548|Ensembl:ENSG00000101057|HPRD:03247|Vega:OTTHUMG00000033062	20q13.1	v-myb avian myeloblastosis viral oncogene homolog-like 2	protein-coding
4478	MSN	1	GeneRif,	2	HEL70	MIM:309845|HGNC:HGNC:7373|Ensembl:ENSG00000147065|HPRD:02399|Vega:OTTHUMG00000021723	Xq11.1	moesin	protein-coding
445	ASS1	1	GeneRif,	1	ASS|CTLN1	MIM:603470|HGNC:HGNC:758|Ensembl:ENSG00000130707|HPRD:04590|Vega:OTTHUMG00000020806	9q34.1	argininosuccinate synthase 1	protein-coding
441488	LOC441488	1	Reactome,		-	-	Xp21.1	transcription factor Dp-1-like pseudogene	pseudo
4361	MRE11A	1	Reactome,		ATLD|HNGS1|MRE11|MRE11B	MIM:600814|HGNC:HGNC:7230|Ensembl:ENSG00000020922|HPRD:02889|Vega:OTTHUMG00000167780	11q21	MRE11 meiotic recombination 11 homolog A (S. cerevisiae)	protein-coding
4343	MOV10	1	Reactome,		fSAP113|gb110	MIM:610742|HGNC:HGNC:7200|Ensembl:ENSG00000155363|HPRD:14732|Vega:OTTHUMG00000011906	1p13.2	Mov10 RISC complex RNA helicase	protein-coding
4316	MMP7	1	GeneRif,	2	MMP-7|MPSL1|PUMP-1	MIM:178990|HGNC:HGNC:7174|Ensembl:ENSG00000137673|HPRD:01525|Vega:OTTHUMG00000048193	11q22.2	matrix metallopeptidase 7	protein-coding
4282	MIF	1	GeneRif,	1	GIF|GLIF|MMIF	MIM:153620|HGNC:HGNC:7097|HPRD:01091	22q11.23	macrophage migration inhibitory factor (glycosylation-inhibiting factor)	protein-coding
4217	MAP3K5	1	Reactome,		ASK1|MAPKKK5|MEKK5	MIM:602448|HGNC:HGNC:6857|Ensembl:ENSG00000197442|HPRD:03904|Vega:OTTHUMG00000015647	6q22.33	mitogen-activated protein kinase kinase kinase 5	protein-coding
4214	MAP3K1	1	GeneRif,	1	MAPKKK1|MEKK|MEKK 1|MEKK1|SRXY6	MIM:600982|HGNC:HGNC:6848|Ensembl:ENSG00000095015|Vega:OTTHUMG00000059486	5q11.2	mitogen-activated protein kinase kinase kinase 1, E3 ubiquitin protein ligase	protein-coding
4204	MECP2	1	GeneRif,	1	AUTSX3|MRX16|MRX79|MRXS13|MRXSL|PPMX|RS|RTS|RTT	MIM:300005|HGNC:HGNC:6990|Ensembl:ENSG00000169057|HPRD:02050|Vega:OTTHUMG00000024229	Xq28	methyl CpG binding protein 2	protein-coding
4170	MCL1	1	GeneRif,	2	BCL2L3|EAT|MCL1-ES|MCL1L|MCL1S|Mcl-1|TM|bcl2-L-3|mcl1/EAT	MIM:159552|HGNC:HGNC:6943|Ensembl:ENSG00000143384|HPRD:08870|Vega:OTTHUMG00000034867	1q21	myeloid cell leukemia 1	protein-coding
4101	MAGEA2	1	GOA,		CT1.2|MAGE2|MAGEA2A	MIM:300173|HGNC:HGNC:6800|Ensembl:ENSG00000268606|HPRD:02165|Vega:OTTHUMG00000188622	Xq28	melanoma antigen family A2	protein-coding
4093	SMAD9	1	GeneRif,	1	MADH6|MADH9|PPH2|SMAD8|SMAD8A|SMAD8B	MIM:603295|HGNC:HGNC:6774|Ensembl:ENSG00000120693|Vega:OTTHUMG00000016740	13q12-q14	SMAD family member 9	protein-coding
4092	SMAD7	1	GeneRif,	1	CRCS3|MADH7|MADH8	MIM:602932|HGNC:HGNC:6773|Ensembl:ENSG00000101665|HPRD:04241|Vega:OTTHUMG00000132655	18q21.1	SMAD family member 7	protein-coding
4091	SMAD6	1	GeneRif,	1	AOVD2|HsT17432|MADH6|MADH7	MIM:602931|HGNC:HGNC:6772|HPRD:04240	15q22.31	SMAD family member 6	protein-coding
4090	SMAD5	1	GeneRif,	1	DWFC|JV5-1|MADH5	MIM:603110|HGNC:HGNC:6771|Ensembl:ENSG00000113658|HPRD:04381|Vega:OTTHUMG00000163212	5q31	SMAD family member 5	protein-coding
4089	SMAD4	1	GeneRif,	1	DPC4|JIP|MADH4|MYHRS	MIM:600993|HGNC:HGNC:6770|Ensembl:ENSG00000141646|HPRD:02995|Vega:OTTHUMG00000132696	18q21.1	SMAD family member 4	protein-coding
4088	SMAD3	1	GeneRif,	1	HSPC193|HsT17436|JV15-2|LDS1C|LDS3|MADH3	MIM:603109|HGNC:HGNC:6769|Ensembl:ENSG00000166949|HPRD:04380|HPRD:08533|Vega:OTTHUMG00000133230	15q22.33	SMAD family member 3	protein-coding
4087	SMAD2	1	GeneRif,	1	JV18|JV18-1|MADH2|MADR2|hMAD-2|hSMAD2	MIM:601366|HGNC:HGNC:6768|Ensembl:ENSG00000175387|HPRD:03221|Vega:OTTHUMG00000132652	18q21.1	SMAD family member 2	protein-coding
4086	SMAD1	1	GeneRif,	1	BSP-1|BSP1|JV4-1|JV41|MADH1|MADR1	MIM:601595|HGNC:HGNC:6767|HPRD:03356	4q31	SMAD family member 1	protein-coding
4085	MAD2L1	1	GeneRif,	1	HSMAD2|MAD2	MIM:601467|HGNC:HGNC:6763|HPRD:03274	4q27	MAD2 mitotic arrest deficient-like 1 (yeast)	protein-coding
4084	MXD1	1	GeneRif,	1	BHLHC58|MAD|MAD1	MIM:600021|HGNC:HGNC:6761|Ensembl:ENSG00000059728|HPRD:02487|Vega:OTTHUMG00000129646	2p13-p12	MAX dimerization protein 1	protein-coding
407040	MIR34A	1	GeneRif,	1	MIRN34A|miRNA34A|mir-34	MIM:611172|HGNC:HGNC:31635|Ensembl:ENSG00000207865|miRBase:MI0000268	1p36.22|1p36.22	microRNA 34a	ncRNA
407029	MIR30A	1	GeneRif,	1	MIRN30A	MIM:612329|HGNC:HGNC:31624|Ensembl:ENSG00000207827|miRBase:MI0000088	6q13	microRNA 30a	ncRNA
407023	MIR299	1	GeneRif,	1	MIRN299	HGNC:HGNC:31618|miRBase:MI0000744	14q32.31	microRNA 299	ncRNA
407021	MIR29A	1	GeneRif,	1	MIRN29|MIRN29A|hsa-mir-29|hsa-mir-29a|miRNA29A	MIM:610782|HGNC:HGNC:31616|miRBase:MI0000087	7q32.3	microRNA 29a	ncRNA
407004	MIR22	1	GeneRif,	1	MIRN22|hsa-mir-22|miR-22	MIM:612077|HGNC:HGNC:31599|miRBase:MI0000078	17p13.3	microRNA 22	ncRNA
406999	MIR217	1	GeneRif,	1	MIRN217|mir-217	MIM:615096|HGNC:HGNC:31594|miRBase:MI0000293	2p16.1	microRNA 217	ncRNA
406991	MIR21	1	GeneRif,	1	MIRN21|hsa-mir-21|miR-21|miRNA21	MIM:611020|HGNC:HGNC:31586|Ensembl:ENSG00000199004|miRBase:MI0000077	17q23.1	microRNA 21	ncRNA
406988	MIR205	1	GeneRif,	2	MIRN205	MIM:613147|HGNC:HGNC:31583|miRBase:MI0000285	1q32.2	microRNA 205	ncRNA
406986	MIR203A	1	GeneRif,	1	MIR203|MIRN203|hsa-mir-203a|miR-203|miRNA203	MIM:611899|HGNC:HGNC:31581|Ensembl:ENSG00000207568|miRBase:MI0000283	14q32.33	microRNA 203a	ncRNA
406966	MIR191	1	GeneRif,	1	MIRN191|miR-191	MIM:615150|HGNC:HGNC:31561|Ensembl:ENSG00000207605|miRBase:MI0000465	3p21.31	microRNA 191	ncRNA
406938	MIR146A	1	GeneRif,	3	MIRN146|MIRN146A|miR-146a|miRNA146A	MIM:610566|HGNC:HGNC:31533|Ensembl:ENSG00000277727|miRBase:MI0000477	5q34	microRNA 146a	ncRNA
406933	MIR141	1	GeneRif,	1	MIRN141	MIM:612093|HGNC:HGNC:31528|Ensembl:ENSG00000207708|miRBase:MI0000457	12p13.31	microRNA 141	ncRNA
406903	MIR10B	1	GeneRif,	1	MIRN10B|hsa-mir-10b|miRNA10B|mir-10b	MIM:611576|HGNC:HGNC:31498|Ensembl:ENSG00000207744|miRBase:MI0000267	2q31.1	microRNA 10b	ncRNA
406	ARNTL	1	GOA,		BMAL1|BMAL1c|JAP3|MOP3|PASD3|TIC|bHLHe5	MIM:602550|HGNC:HGNC:701|Ensembl:ENSG00000133794|HPRD:03973|Vega:OTTHUMG00000150623	11p15	aryl hydrocarbon receptor nuclear translocator-like	protein-coding
4001	LMNB1	1	GeneRif,	2	ADLD|LMN|LMN2|LMNB	MIM:150340|HGNC:HGNC:6637|Ensembl:ENSG00000113368|HPRD:01036|Vega:OTTHUMG00000128969	5q23.2	lamin B1	protein-coding
4000	LMNA	1	GeneRif,	8	CDCD1|CDDC|CMD1A|CMT2B1|EMD2|FPL|FPLD|FPLD2|HGPS|IDC|LDP1|LFP|LGMD1B|LMN1|LMNC|LMNL1|PRO1	MIM:150330|HGNC:HGNC:6636|Ensembl:ENSG00000160789|HPRD:01035|Vega:OTTHUMG00000013961	1q22	lamin A/C	protein-coding
3965	LGALS9	1	GeneRif,	1	HUAT|LGALS9A	MIM:601879|HGNC:HGNC:6570|Ensembl:ENSG00000168961|HPRD:03528|Vega:OTTHUMG00000179831	17q11.2	lectin, galactoside-binding, soluble, 9	protein-coding
387	RHOA	1	GeneRif,	1	ARH12|ARHA|RHO12|RHOH12	MIM:165390|HGNC:HGNC:667|Ensembl:ENSG00000067560|HPRD:01323|Vega:OTTHUMG00000156838	3p21.3	ras homolog family member A	protein-coding
3852	KRT5	1	GeneRif,	1	CK5|DDD|DDD1|EBS2|K5|KRT5A	MIM:148040|HGNC:HGNC:6442|Ensembl:ENSG00000186081|HPRD:01010|Vega:OTTHUMG00000169657	12q13.13	keratin 5, type II	protein-coding
3845	KRAS	1	GeneRif,	1	C-K-RAS|CFC2|K-RAS2A|K-RAS2B|K-RAS4A|K-RAS4B|KI-RAS|KRAS1|KRAS2|NS|NS3|RASK2	MIM:190070|HGNC:HGNC:6407|Ensembl:ENSG00000133703|HPRD:01817|Vega:OTTHUMG00000171193	12p12.1	Kirsten rat sarcoma viral oncogene homolog	protein-coding
3815	KIT	1	GeneRif,	1	C-Kit|CD117|PBT|SCFR	MIM:164920|HGNC:HGNC:6342|Ensembl:ENSG00000157404|HPRD:01287|Vega:OTTHUMG00000128713	4q12	v-kit Hardy-Zuckerman 4 feline sarcoma viral oncogene homolog	protein-coding
3805	KIR2DL4	1	GeneRif,	1	CD158D|G9P|KIR-103AS|KIR103|KIR103AS	MIM:604945|HGNC:HGNC:6332|Ensembl:ENSG00000189013|HPRD:16082|Vega:OTTHUMG00000065880	19q13.4	killer cell immunoglobulin-like receptor, two domains, long cytoplasmic tail, 4	protein-coding
3768	KCNJ12	1	GeneRif,	1	IRK-2|IRK2|KCNJN1|Kir2.2|Kir2.2v|hIRK|hIRK1|hkir2.2x|kcnj12x	MIM:602323|HGNC:HGNC:6258|Ensembl:ENSG00000184185|HPRD:09083|Vega:OTTHUMG00000132039	17p11.2	potassium channel, inwardly rectifying subfamily J, member 12	protein-coding
3725	JUN	1	Reactome,		AP-1|AP1|c-Jun	MIM:165160|HGNC:HGNC:6204|Ensembl:ENSG00000177606|HPRD:01302|Vega:OTTHUMG00000008376	1p32-p31	jun proto-oncogene	protein-coding
3717	JAK2	1	GeneRif,	1	JTK10|THCYT3	MIM:147796|HGNC:HGNC:6192|Ensembl:ENSG00000096968|HPRD:00993|Vega:OTTHUMG00000019490	9p24	Janus kinase 2	protein-coding
3691	ITGB4	1	GeneRif,	2	CD104	MIM:147557|HGNC:HGNC:6158|Ensembl:ENSG00000132470|HPRD:00946|Vega:OTTHUMG00000179814	17q25	integrin, beta 4	protein-coding
3667	IRS1	1	GeneRif,	1	HIRS-1	MIM:147545|HGNC:HGNC:6125|Ensembl:ENSG00000169047|HPRD:00943|Vega:OTTHUMG00000133179	2q36	insulin receptor substrate 1	protein-coding
3665	IRF7	1	GeneRif,	1	IRF-7H|IRF7A|IRF7B|IRF7C|IRF7H	MIM:605047|HGNC:HGNC:6122|Ensembl:ENSG00000185507|HPRD:05441|Vega:OTTHUMG00000132019	11p15.5	interferon regulatory factor 7	protein-coding
3663	IRF5	1	GeneRif,	1	SLEB10	MIM:607218|HGNC:HGNC:6120|Ensembl:ENSG00000128604|HPRD:06240|Vega:OTTHUMG00000158410	7q32	interferon regulatory factor 5	protein-coding
